 Lon(deg)   Lat(deg)   z(km)  DVp(%)  p(km/s) s(km/s)  VpVs   g/cm^3  P-ratio
  100.0000    4.5000  -35.00   2.293    8.22    4.81  1.7090   3.372    0.28
  100.0000    4.2500  -35.00   2.446    8.24    4.82  1.7073   3.377    0.28
  100.0000    4.0000  -35.00  -1.917    7.89    4.52  1.7436   3.251    0.28
  100.0000    3.7500  -35.00   1.047    8.12    4.72  1.7214   3.336    0.28
  100.0000    3.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.0000    3.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.0000    3.0000  -35.00  -0.802    7.98    4.59  1.7364   3.282    0.28
  100.0000    2.7500  -35.00   0.022    8.04    4.65  1.7302   3.306    0.28
  100.0000    2.5000  -35.00  -0.217    8.02    4.63  1.7321   3.299    0.28
  100.0000    2.2500  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.0000    2.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.0000    1.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.0000    1.5000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.0000    1.2500  -35.00   0.089    8.05    4.65  1.7297   3.308    0.28
  100.0000    1.0000  -35.00  -1.277    7.94    4.56  1.7397   3.269    0.28
  100.2500    5.2500  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    5.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    4.7500  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    4.5000  -35.00   1.608    8.17    4.76  1.7160   3.352    0.28
  100.2500    4.2500  -35.00   0.855    8.11    4.71  1.7231   3.330    0.28
  100.2500    4.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.2500    3.7500  -35.00  -1.477    7.92    4.55  1.7409   3.263    0.28
  100.2500    3.5000  -35.00   1.583    8.17    4.76  1.7163   3.351    0.28
  100.2500    3.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.2500    3.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.2500    2.7500  -35.00   2.556    8.25    4.83  1.7061   3.380    0.28
  100.2500    2.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.2500    2.2500  -35.00   2.368    8.23    4.82  1.7082   3.374    0.28
  100.2500    2.0000  -35.00   1.233    8.14    4.73  1.7197   3.341    0.28
  100.2500    1.7500  -35.00   0.381    8.07    4.67  1.7273   3.316    0.28
  100.2500    1.5000  -35.00  -0.854    7.97    4.59  1.7368   3.281    0.28
  100.2500    1.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.2500    1.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    5.2500  -35.00  -1.392    7.93    4.56  1.7404   3.266    0.28
  100.5000    5.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    4.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    4.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    4.2500  -35.00  -0.611    7.99    4.61  1.7351   3.288    0.28
  100.5000    4.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.5000    3.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    3.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    3.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    3.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    2.7500  -35.00   2.017    8.20    4.79  1.7119   3.364    0.28
  100.5000    2.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    2.2500  -35.00  -1.069    7.95    4.58  1.7383   3.275    0.28
  100.5000    2.0000  -35.00   0.759    8.10    4.70  1.7240   3.327    0.28
  100.5000    1.7500  -35.00  -0.850    7.97    4.59  1.7368   3.281    0.28
  100.5000    1.5000  -35.00  -1.301    7.94    4.56  1.7398   3.268    0.28
  100.5000    1.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.5000    1.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.7500    5.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.7500    4.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.7500    4.5000  -35.00   1.555    8.16    4.76  1.7166   3.350    0.28
  100.7500    4.2500  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    4.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    3.7500  -35.00  -0.665    7.99    4.60  1.7355   3.286    0.28
  100.7500    3.5000  -35.00   0.827    8.11    4.70  1.7234   3.329    0.28
  100.7500    3.2500  -35.00   2.035    8.20    4.79  1.7117   3.365    0.28
  100.7500    3.0000  -35.00  -2.241    7.86    4.50  1.7454   3.242    0.28
  100.7500    2.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.7500    2.5000  -35.00   1.540    8.16    4.76  1.7167   3.350    0.28
  100.7500    2.2500  -35.00   1.088    8.13    4.72  1.7210   3.337    0.28
  100.7500    2.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  100.7500    1.7500  -35.00   0.603    8.09    4.69  1.7254   3.323    0.28
  100.7500    1.5000  -35.00  -1.039    7.96    4.58  1.7381   3.276    0.28
  100.7500    1.2500  -35.00   1.749    8.18    4.77  1.7146   3.356    0.28
  100.7500    1.0000  -35.00  -1.107    7.95    4.57  1.7385   3.274    0.28
  101.0000    4.2500  -35.00   0.771    8.10    4.70  1.7239   3.328    0.28
  101.0000    4.0000  -35.00   0.642    8.09    4.69  1.7250   3.324    0.28
  101.0000    3.7500  -35.00   1.472    8.16    4.75  1.7174   3.348    0.28
  101.0000    3.5000  -35.00   1.923    8.19    4.78  1.7129   3.361    0.28
  101.0000    3.2500  -35.00   1.597    8.17    4.76  1.7162   3.352    0.28
  101.0000    3.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.0000    2.7500  -35.00   1.840    8.19    4.78  1.7137   3.359    0.28
  101.0000    2.5000  -35.00  -0.745    7.98    4.60  1.7360   3.284    0.28
  101.0000    2.2500  -35.00  -0.131    8.03    4.64  1.7314   3.302    0.28
  101.0000    2.0000  -35.00  -0.814    7.97    4.59  1.7365   3.282    0.28
  101.0000    1.7500  -35.00  -1.931    7.88    4.52  1.7437   3.250    0.28
  101.0000    1.5000  -35.00  -0.246    8.02    4.63  1.7323   3.298    0.28
  101.0000    1.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  101.0000    1.0000  -35.00   1.117    8.13    4.72  1.7208   3.338    0.28
  101.2500    4.2500  -35.00  -0.158    8.03    4.64  1.7317   3.301    0.28
  101.2500    4.0000  -35.00   0.092    8.05    4.65  1.7297   3.308    0.28
  101.2500    3.7500  -35.00   0.619    8.09    4.69  1.7252   3.323    0.28
  101.2500    3.5000  -35.00   0.633    8.09    4.69  1.7251   3.324    0.28
  101.2500    3.2500  -35.00  -0.303    8.02    4.63  1.7328   3.297    0.28
  101.2500    3.0000  -35.00  -2.575    7.83    4.48  1.7472   3.233    0.28
  101.2500    2.7500  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.2500    2.5000  -35.00  -0.571    7.99    4.61  1.7348   3.289    0.28
  101.2500    2.2500  -35.00   1.776    8.18    4.77  1.7144   3.357    0.28
  101.2500    2.0000  -35.00   1.304    8.14    4.74  1.7190   3.343    0.28
  101.2500    1.7500  -35.00  -0.025    8.04    4.64  1.7306   3.305    0.28
  101.2500    1.5000  -35.00   1.688    8.18    4.77  1.7152   3.354    0.28
  101.2500    1.2500  -35.00   0.016    8.04    4.65  1.7303   3.306    0.28
  101.2500    1.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.5000    4.2500  -35.00  -0.426    8.01    4.62  1.7337   3.293    0.28
  101.5000    4.0000  -35.00   1.361    8.15    4.74  1.7184   3.345    0.28
  101.5000    3.7500  -35.00   0.484    8.08    4.68  1.7264   3.319    0.28
  101.5000    3.5000  -35.00   0.147    8.05    4.66  1.7292   3.309    0.28
  101.5000    3.2500  -35.00   0.730    8.10    4.70  1.7243   3.326    0.28
  101.5000    3.0000  -35.00   1.508    8.16    4.75  1.7170   3.349    0.28
  101.5000    2.7500  -35.00  -1.871    7.89    4.53  1.7433   3.252    0.28
  101.5000    2.5000  -35.00   1.482    8.16    4.75  1.7173   3.348    0.28
  101.5000    2.2500  -35.00   1.110    8.13    4.72  1.7208   3.337    0.28
  101.5000    2.0000  -35.00  -1.440    7.92    4.55  1.7407   3.264    0.28
  101.5000    1.7500  -35.00  -2.336    7.85    4.50  1.7459   3.239    0.28
  101.5000    1.5000  -35.00   0.919    8.11    4.71  1.7226   3.332    0.28
  101.5000    1.2500  -35.00  -1.544    7.92    4.55  1.7414   3.261    0.28
  101.5000    1.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.7500    4.5000  -35.00  -0.804    7.98    4.59  1.7364   3.282    0.28
  101.7500    4.2500  -35.00   1.311    8.15    4.74  1.7189   3.343    0.28
  101.7500    4.0000  -35.00   0.829    8.11    4.70  1.7234   3.329    0.28
  101.7500    3.7500  -35.00  -0.336    8.01    4.62  1.7330   3.296    0.28
  101.7500    3.5000  -35.00  -0.348    8.01    4.62  1.7331   3.295    0.28
  101.7500    3.2500  -35.00   0.823    8.11    4.70  1.7234   3.329    0.28
  101.7500    3.0000  -35.00   0.143    8.05    4.66  1.7292   3.309    0.28
  101.7500    2.7500  -35.00  -0.684    7.98    4.60  1.7356   3.286    0.28
  101.7500    2.5000  -35.00   0.008    8.04    4.65  1.7303   3.306    0.28
  101.7500    2.2500  -35.00   1.611    8.17    4.76  1.7160   3.352    0.28
  101.7500    2.0000  -35.00  -0.314    8.01    4.63  1.7328   3.296    0.28
  101.7500    1.7500  -35.00  -1.129    7.95    4.57  1.7387   3.273    0.28
  101.7500    1.5000  -35.00   1.956    8.20    4.79  1.7125   3.362    0.28
  101.7500    1.2500  -35.00  -0.616    7.99    4.61  1.7351   3.288    0.28
  101.7500    1.0000  -35.00  -2.875    7.81    4.47  1.7486   3.224    0.27
  102.0000    4.7500  -35.00  -0.365    8.01    4.62  1.7332   3.295    0.28
  102.0000    4.5000  -35.00   0.818    8.11    4.70  1.7235   3.329    0.28
  102.0000    4.2500  -35.00   1.230    8.14    4.73  1.7197   3.341    0.28
  102.0000    4.0000  -35.00  -0.285    8.02    4.63  1.7326   3.297    0.28
  102.0000    3.7500  -35.00  -1.532    7.92    4.55  1.7413   3.262    0.28
  102.0000    3.5000  -35.00   0.577    8.09    4.69  1.7256   3.322    0.28
  102.0000    3.2500  -35.00  -0.391    8.01    4.62  1.7334   3.294    0.28
  102.0000    3.0000  -35.00  -0.680    7.99    4.60  1.7356   3.286    0.28
  102.0000    2.7500  -35.00  -0.104    8.03    4.64  1.7312   3.302    0.28
  102.0000    2.5000  -35.00   0.436    8.08    4.68  1.7268   3.318    0.28
  102.0000    2.2500  -35.00   1.002    8.12    4.72  1.7218   3.334    0.28
  102.0000    2.0000  -35.00   1.134    8.13    4.73  1.7206   3.338    0.28
  102.0000    1.7500  -35.00   0.191    8.06    4.66  1.7289   3.311    0.28
  102.0000    1.5000  -35.00   0.956    8.12    4.71  1.7222   3.333    0.28
  102.0000    1.2500  -35.00   0.080    8.05    4.65  1.7298   3.308    0.28
  102.0000    1.0000  -35.00  -2.914    7.81    4.46  1.7488   3.223    0.27
  102.2500    4.7500  -35.00   0.113    8.05    4.65  1.7295   3.309    0.28
  102.2500    4.5000  -35.00   1.673    8.17    4.77  1.7154   3.354    0.28
  102.2500    4.2500  -35.00  -0.246    8.02    4.63  1.7323   3.298    0.28
  102.2500    4.0000  -35.00   0.101    8.05    4.65  1.7296   3.308    0.28
  102.2500    3.7500  -35.00  -1.611    7.91    4.54  1.7418   3.259    0.28
  102.2500    3.5000  -35.00  -1.632    7.91    4.54  1.7419   3.259    0.28
  102.2500    2.5000  -35.00   0.797    8.10    4.70  1.7237   3.328    0.28
  102.2500    2.2500  -35.00  -0.083    8.03    4.64  1.7311   3.303    0.28
  102.2500    2.0000  -35.00   2.667    8.25    4.84  1.7049   3.383    0.28
  102.2500    1.7500  -35.00   1.662    8.17    4.76  1.7155   3.354    0.28
  102.2500    1.5000  -35.00  -0.591    7.99    4.61  1.7349   3.288    0.28
  102.2500    1.2500  -35.00   1.795    8.18    4.77  1.7142   3.357    0.28
  102.2500    1.0000  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  102.5000    5.0000  -35.00  -0.390    8.01    4.62  1.7334   3.294    0.28
  102.5000    4.7500  -35.00   0.791    8.10    4.70  1.7237   3.328    0.28
  102.5000    4.5000  -35.00  -0.845    7.97    4.59  1.7367   3.281    0.28
  102.5000    4.2500  -35.00  -0.745    7.98    4.60  1.7360   3.284    0.28
  102.5000    4.0000  -35.00  -0.961    7.96    4.58  1.7375   3.278    0.28
  102.5000    3.7500  -35.00  -0.818    7.97    4.59  1.7365   3.282    0.28
  102.5000    2.2500  -35.00  -1.451    7.92    4.55  1.7408   3.264    0.28
  102.5000    2.0000  -35.00   2.575    8.25    4.83  1.7059   3.381    0.28
  102.5000    1.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  102.5000    1.5000  -35.00  -1.878    7.89    4.53  1.7434   3.252    0.28
  102.5000    1.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  102.5000    1.0000  -35.00  -1.907    7.89    4.52  1.7435   3.251    0.28
  102.7500    5.0000  -35.00  -0.758    7.98    4.60  1.7361   3.284    0.28
  102.7500    4.7500  -35.00  -2.121    7.87    4.51  1.7447   3.245    0.28
  102.7500    4.5000  -35.00  -1.694    7.90    4.54  1.7423   3.257    0.28
  102.7500    4.2500  -35.00  -0.758    7.98    4.60  1.7361   3.284    0.28
  102.7500    2.2500  -35.00  -1.905    7.89    4.52  1.7435   3.251    0.28
  102.7500    2.0000  -35.00  -2.588    7.83    4.48  1.7472   3.232    0.28
  102.7500    1.7500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  102.7500    1.5000  -35.00   0.818    8.11    4.70  1.7235   3.329    0.28
  102.7500    1.2500  -35.00   0.135    8.05    4.66  1.7293   3.309    0.28
  102.7500    1.0000  -35.00   2.168    8.21    4.80  1.7103   3.369    0.28
  103.0000    5.0000  -35.00  -1.394    7.93    4.56  1.7404   3.266    0.28
  103.0000    4.7500  -35.00  -1.248    7.94    4.56  1.7395   3.270    0.28
  103.0000    4.5000  -35.00  -0.101    8.03    4.64  1.7312   3.302    0.28
  103.0000    2.2500  -35.00   1.656    8.17    4.76  1.7156   3.353    0.28
  103.0000    2.0000  -35.00   0.515    8.08    4.68  1.7261   3.320    0.28
  103.0000    1.7500  -35.00   0.349    8.07    4.67  1.7275   3.315    0.28
  103.0000    1.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.0000    1.2500  -35.00   1.239    8.14    4.73  1.7196   3.341    0.28
  103.0000    1.0000  -35.00   2.836    8.27    4.85  1.7030   3.388    0.28
  103.2500    2.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.2500    1.7500  -35.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  103.2500    1.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.2500    1.2500  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.2500    1.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.5000    2.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.5000    1.7500  -35.00   2.141    8.21    4.80  1.7106   3.368    0.28
  103.5000    1.5000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.5000    1.2500  -35.00   2.894    8.27    4.86  1.7023   3.390    0.28
  103.5000    1.0000  -35.00   3.000    8.28    4.87  1.7011   3.393    0.28
  103.7500    1.7500  -35.00  -0.742    7.98    4.60  1.7360   3.284    0.28
  103.7500    1.5000  -35.00  -0.284    8.02    4.63  1.7326   3.297    0.28
  103.7500    1.2500  -35.00   0.109    8.05    4.65  1.7295   3.308    0.28
  103.7500    1.0000  -35.00   1.385    8.15    4.74  1.7182   3.345    0.28
>
  100.0000    5.2500  -40.00  -0.618    7.99    4.61  1.7351   3.288    0.28
  100.0000    5.0000  -40.00  -1.906    7.89    4.52  1.7435   3.251    0.28
  100.0000    4.7500  -40.00   1.402    8.15    4.75  1.7180   3.346    0.28
  100.0000    4.5000  -40.00  -1.798    7.90    4.53  1.7429   3.254    0.28
  100.0000    4.2500  -40.00  -1.917    7.89    4.52  1.7436   3.251    0.28
  100.0000    4.0000  -40.00   2.734    8.26    4.85  1.7041   3.386    0.28
  100.0000    3.7500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.0000    3.5000  -40.00   1.078    8.13    4.72  1.7210   3.337    0.28
  100.0000    3.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.0000    3.0000  -40.00   0.237    8.06    4.66  1.7284   3.312    0.28
  100.0000    2.7500  -40.00  -0.737    7.98    4.60  1.7359   3.284    0.28
  100.0000    2.5000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.0000    2.2500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.0000    2.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.0000    1.7500  -40.00   0.210    8.06    4.66  1.7286   3.312    0.28
  100.0000    1.5000  -40.00   0.310    8.07    4.67  1.7278   3.314    0.28
  100.0000    1.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.0000    1.0000  -40.00  -2.110    7.87    4.51  1.7447   3.246    0.28
  100.2500    5.2500  -40.00  -1.073    7.95    4.58  1.7383   3.275    0.28
  100.2500    5.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    4.7500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.2500    4.5000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    4.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    4.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.2500    3.7500  -40.00  -0.618    7.99    4.61  1.7351   3.288    0.28
  100.2500    3.5000  -40.00   0.863    8.11    4.71  1.7230   3.330    0.28
  100.2500    3.2500  -40.00   2.549    8.25    4.83  1.7061   3.380    0.28
  100.2500    3.0000  -40.00   0.966    8.12    4.71  1.7221   3.333    0.28
  100.2500    2.7500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    2.5000  -40.00  -0.234    8.02    4.63  1.7322   3.299    0.28
  100.2500    2.2500  -40.00  -1.122    7.95    4.57  1.7386   3.273    0.28
  100.2500    2.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.2500    1.7500  -40.00  -2.391    7.85    4.49  1.7462   3.238    0.28
  100.2500    1.5000  -40.00  -0.046    8.04    4.64  1.7307   3.304    0.28
  100.2500    1.2500  -40.00   2.053    8.21    4.79  1.7114   3.365    0.28
  100.2500    1.0000  -40.00   2.586    8.25    4.84  1.7057   3.381    0.28
  100.5000    5.0000  -40.00   0.933    8.12    4.71  1.7224   3.332    0.28
  100.5000    4.7500  -40.00  -1.277    7.94    4.56  1.7396   3.269    0.28
  100.5000    4.5000  -40.00  -2.083    7.87    4.51  1.7445   3.246    0.28
  100.5000    4.2500  -40.00  -0.035    8.04    4.64  1.7306   3.304    0.28
  100.5000    4.0000  -40.00   1.047    8.12    4.72  1.7213   3.336    0.28
  100.5000    3.7500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.5000    3.5000  -40.00   1.109    8.13    4.72  1.7208   3.338    0.28
  100.5000    3.2500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.5000    3.0000  -40.00  -1.762    7.90    4.53  1.7426   3.255    0.28
  100.5000    2.7500  -40.00   0.916    8.11    4.71  1.7225   3.332    0.28
  100.5000    2.5000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.5000    2.2500  -40.00   2.797    8.27    4.85  1.7034   3.387    0.28
  100.5000    2.0000  -40.00  -2.063    7.87    4.51  1.7444   3.247    0.28
  100.5000    1.7500  -40.00   2.152    8.21    4.80  1.7104   3.368    0.28
  100.5000    1.5000  -40.00   1.695    8.18    4.77  1.7151   3.355    0.28
  100.5000    1.2500  -40.00   2.352    8.23    4.82  1.7083   3.374    0.28
  100.5000    1.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    4.7500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  100.7500    4.5000  -40.00   2.882    8.27    4.86  1.7024   3.390    0.28
  100.7500    4.2500  -40.00   0.742    8.10    4.70  1.7241   3.327    0.28
  100.7500    4.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    3.7500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    3.5000  -40.00  -1.601    7.91    4.54  1.7417   3.260    0.28
  100.7500    3.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    3.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  100.7500    2.7500  -40.00   0.725    8.10    4.70  1.7242   3.326    0.28
  100.7500    2.5000  -40.00  -2.195    7.86    4.51  1.7451   3.243    0.28
  100.7500    2.2500  -40.00   2.513    8.24    4.83  1.7065   3.379    0.28
  100.7500    2.0000  -40.00  -2.479    7.84    4.49  1.7466   3.235    0.28
  100.7500    1.7500  -40.00   0.531    8.08    4.68  1.7259   3.321    0.28
  100.7500    1.5000  -40.00  -0.386    8.01    4.62  1.7333   3.294    0.28
  100.7500    1.2500  -40.00  -0.556    8.00    4.61  1.7346   3.290    0.28
  100.7500    1.0000  -40.00   1.854    8.19    4.78  1.7135   3.359    0.28
  101.0000    4.5000  -40.00   0.544    8.08    4.68  1.7258   3.321    0.28
  101.0000    4.2500  -40.00  -0.363    8.01    4.62  1.7332   3.295    0.28
  101.0000    4.0000  -40.00  -1.664    7.91    4.54  1.7420   3.258    0.28
  101.0000    3.7500  -40.00   1.503    8.16    4.75  1.7170   3.349    0.28
  101.0000    3.5000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  101.0000    3.2500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  101.0000    3.0000  -40.00   0.601    8.09    4.69  1.7253   3.323    0.28
  101.0000    2.7500  -40.00  -0.617    7.99    4.61  1.7351   3.288    0.28
  101.0000    2.5000  -40.00   2.660    8.25    4.84  1.7049   3.383    0.28
  101.0000    2.2500  -40.00   0.642    8.09    4.69  1.7250   3.324    0.28
  101.0000    2.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.0000    1.7500  -40.00  -1.500    7.92    4.55  1.7410   3.263    0.28
  101.0000    1.5000  -40.00  -1.036    7.96    4.58  1.7380   3.276    0.28
  101.0000    1.2500  -40.00  -0.469    8.00    4.62  1.7340   3.292    0.28
  101.0000    1.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.2500    4.2500  -40.00  -1.134    7.95    4.57  1.7387   3.273    0.28
  101.2500    4.0000  -40.00   0.005    8.04    4.65  1.7303   3.306    0.28
  101.2500    3.7500  -40.00   2.278    8.22    4.81  1.7091   3.372    0.28
  101.2500    3.5000  -40.00   0.132    8.05    4.66  1.7293   3.309    0.28
  101.2500    3.2500  -40.00  -0.460    8.00    4.62  1.7339   3.292    0.28
  101.2500    3.0000  -40.00   0.459    8.08    4.68  1.7266   3.319    0.28
  101.2500    2.7500  -40.00  -0.564    8.00    4.61  1.7347   3.289    0.28
  101.2500    2.5000  -40.00  -0.470    8.00    4.62  1.7340   3.292    0.28
  101.2500    2.2500  -40.00  -0.651    7.99    4.60  1.7353   3.287    0.28
  101.2500    2.0000  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  101.2500    1.7500  -40.00   0.497    8.08    4.68  1.7262   3.320    0.28
  101.2500    1.5000  -40.00   0.479    8.08    4.68  1.7264   3.319    0.28
  101.2500    1.2500  -40.00  -0.992    7.96    4.58  1.7377   3.277    0.28
  101.2500    1.0000  -40.00   0.001    8.04    4.65  1.7303   3.305    0.28
  101.5000    4.2500  -40.00  -0.892    7.97    4.59  1.7370   3.280    0.28
  101.5000    4.0000  -40.00   1.882    8.19    4.78  1.7132   3.360    0.28
  101.5000    3.7500  -40.00  -0.178    8.03    4.63  1.7317   3.300    0.28
  101.5000    3.5000  -40.00  -1.708    7.90    4.54  1.7423   3.257    0.28
  101.5000    3.2500  -40.00  -0.483    8.00    4.61  1.7341   3.292    0.28
  101.5000    3.0000  -40.00   1.277    8.14    4.74  1.7192   3.343    0.28
  101.5000    2.7500  -40.00   2.068    8.21    4.80  1.7113   3.366    0.28
  101.5000    2.5000  -40.00   0.706    8.10    4.70  1.7244   3.326    0.28
  101.5000    2.2500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  101.5000    2.0000  -40.00   0.270    8.06    4.67  1.7281   3.313    0.28
  101.5000    1.7500  -40.00   0.743    8.10    4.70  1.7241   3.327    0.28
  101.5000    1.5000  -40.00   1.955    8.20    4.79  1.7125   3.362    0.28
  101.5000    1.2500  -40.00  -1.869    7.89    4.53  1.7433   3.252    0.28
  101.5000    1.0000  -40.00  -0.627    7.99    4.60  1.7351   3.288    0.28
  101.7500    4.5000  -40.00  -0.909    7.97    4.59  1.7371   3.279    0.28
  101.7500    4.2500  -40.00   1.233    8.14    4.73  1.7196   3.341    0.28
  101.7500    4.0000  -40.00  -0.548    8.00    4.61  1.7345   3.290    0.28
  101.7500    3.7500  -40.00  -1.485    7.92    4.55  1.7409   3.263    0.28
  101.7500    3.5000  -40.00  -0.972    7.96    4.58  1.7376   3.278    0.28
  101.7500    3.2500  -40.00  -0.294    8.02    4.63  1.7326   3.297    0.28
  101.7500    3.0000  -40.00  -0.566    8.00    4.61  1.7347   3.289    0.28
  101.7500    2.7500  -40.00   1.541    8.16    4.76  1.7166   3.350    0.28
  101.7500    2.5000  -40.00   2.341    8.23    4.82  1.7084   3.374    0.28
  101.7500    2.2500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  101.7500    2.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  101.7500    1.7500  -40.00  -0.280    8.02    4.63  1.7325   3.297    0.28
  101.7500    1.5000  -40.00   1.348    8.15    4.74  1.7185   3.345    0.28
  101.7500    1.2500  -40.00  -1.270    7.94    4.56  1.7396   3.269    0.28
  101.7500    1.0000  -40.00  -2.027    7.88    4.52  1.7442   3.248    0.28
  102.0000    4.7500  -40.00  -0.480    8.00    4.61  1.7340   3.292    0.28
  102.0000    4.5000  -40.00   0.058    8.05    4.65  1.7299   3.307    0.28
  102.0000    4.2500  -40.00  -1.028    7.96    4.58  1.7379   3.276    0.28
  102.0000    4.0000  -40.00  -1.423    7.93    4.55  1.7405   3.265    0.28
  102.0000    3.7500  -40.00  -1.699    7.90    4.54  1.7423   3.257    0.28
  102.0000    3.5000  -40.00  -1.633    7.91    4.54  1.7419   3.259    0.28
  102.0000    3.2500  -40.00  -1.379    7.93    4.56  1.7403   3.266    0.28
  102.0000    3.0000  -40.00  -0.868    7.97    4.59  1.7368   3.281    0.28
  102.0000    2.7500  -40.00   1.123    8.13    4.73  1.7206   3.338    0.28
  102.0000    2.5000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
