YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  REIN
2005/03/30 01:13:15.24  25.90   7487050 KGM      73203  688.72  267.66  2.66  3.50   282
2005/03/30 02:20:52.63  35.00   7487075 IPM      73203  364.40  215.62  0.71  1.40   283
2005/03/30 02:20:52.63  35.00   7487075 KULM     67291  422.22  203.81 -1.66 -0.90   284
2005/03/30 02:20:52.63  35.00   7487075 KGM      73203  468.09  267.23 -0.27  0.20   285
2005/03/30 05:17:12.57  27.00   7487108 IPM      73203  568.66  225.74  0.05  1.30   286
2005/03/30 05:17:12.57  27.00   7487108 KULM     67291  608.74  216.87 -1.40 -0.10   287
2005/03/30 05:17:12.57  27.00   7487108 KGM      73203  674.24  259.47 -0.33  0.60   288
2005/03/30 06:40:32.23  27.00   7487131 IPM      73203  567.07  227.79  0.56  1.80   289
2005/03/30 06:40:32.23  27.00   7487131 KULM     67291  604.01  218.74 -1.03  0.30   290
2005/03/30 06:40:32.23  27.00   7487131 KGM      73203  684.15  260.97  0.47  1.40   291
2005/03/30 14:38:18.00  17.90   8756044 IPM      73203  587.17  224.76  0.02  0.90   292
2005/03/30 14:38:18.00  17.90   8756044 KULM     67293  628.54  216.23 -1.24 -0.30   293
2005/03/30 14:38:18.00  17.90   8756044 KGM      73203  684.24  257.92  0.27  0.80   294
2005/03/30 15:52:25.86  19.60   8211430 IPM      73203  558.13  230.83  1.41  2.30   295
2005/03/30 15:52:25.86  19.60   8211430 KULM     67293  590.37  221.44 -1.77 -0.80   296
2005/03/30 15:52:25.86  19.60   8211430 KGM      73203  692.94  263.46  1.10  1.70   297
2005/03/30 18:01:22.94  25.00   8155518 IPM      73203  580.75  228.66 -0.29  0.90   298
2005/03/30 18:01:22.94  25.00   8155518 KULM     67295  616.13  219.76 -1.81 -0.60   299
2005/03/30 18:01:22.94  25.00   8155518 KGM      73203  700.43  260.97 -0.56  0.30   300
2005/03/30 18:16:48.26  25.00   7487390 IPM      73203  560.00  229.56  0.82  2.00   301
2005/03/30 18:16:48.26  25.00   7487390 KULM     67295  594.24  220.28 -0.08  1.10   302
2005/03/30 18:16:48.26  25.00   7487390 KGM      73203  687.79  262.51  0.81  1.60   303
2005/03/30 18:26:17.74  28.00   7487396 IPM      73203  544.99  241.57  0.94  2.20   304
2005/03/30 18:26:17.74  28.00   7487396 KULM     67295  559.73  231.36  0.19  1.50   305
2005/03/30 18:26:17.74  28.00   7487396 KGM      73203  735.30  271.08  0.78  1.70   306
2005/03/31 03:14:50.29  21.60   7487569 IPM      73203  570.66  229.64  0.92  1.90   307
2005/03/31 03:14:50.29  21.60   7487569 KULM     67297  604.62  220.52 -0.44  0.60   308
2005/03/31 03:14:50.29  21.60   7487569 KGM      73203  697.21  262.09  1.25  1.90   309
2005/03/31 04:35:53.14  25.00   7487591 IPM      73203  567.31  228.75  0.65  1.80   310
2005/03/31 04:35:53.14  25.00   7487591 KULM     67297  602.72  219.64 -0.84  0.40   311
2005/03/31 04:35:53.14  25.00   7487591 KGM      73203  689.57  261.63  0.73  1.60   312
2005/03/31 07:23:53.74  24.30   7487657 IPM      73203  529.14  235.20  1.89  3.00   313
2005/03/31 07:23:53.74  24.30   7487657 KULM     67298  554.74  225.03  0.97  2.10   314
2005/03/31 07:23:53.74  24.30   7487657 KGM      73203  690.87  267.63  2.60  3.40   315
2005/03/31 10:58:18.46  20.90   7487702 IPM      73203  571.74  223.82  1.70  2.70   316
2005/03/31 10:58:18.46  20.90   7487702 KULM     67299  614.71  215.15  0.20  1.20   317
2005/03/31 10:58:18.46  20.90   7487702 KGM      73203  666.09  257.97  2.13  2.80   318
2005/03/31 11:33:48.00  24.20   7487710 IPM      73203  558.80  227.51  1.31  2.40   319
2005/03/31 11:33:48.00  24.20   7487710 KULM     67299  596.27  218.36 -0.05  1.10   320
2005/03/31 11:33:48.00  24.20   7487710 KGM      73203  675.74  261.16  1.37  2.20   321
2005/03/31 15:08:09.94  27.00   7487787 IPM      73203  569.76  226.29  0.58  1.90   322
2005/03/31 15:08:09.94  27.00   7487787 KULM     67300  608.97  217.40 -0.97  0.30   323
2005/03/31 15:08:09.94  27.00   7487787 KGM      73203  678.23  259.81 -0.47  0.50   324
2005/03/31 16:12:52.67  28.00   7487828 IPM      73203  557.01  232.06 -0.03  1.30   325
2005/03/31 16:12:52.67  28.00   7487828 KULM     67300  587.29  222.57 -1.01  0.30   326
2005/03/31 16:12:52.67  28.00   7487828 KGM      73203  698.46  264.34  0.11  1.10   327
2005/03/31 17:16:48.90  27.00   7487850 IPM      73203  556.02  228.26  1.66  2.90   328
2005/03/31 17:16:48.90  27.00   7487850 KULM     67300  592.36  219.01  0.25  1.60   329
2005/03/31 17:16:48.90  27.00   7487850 KGM      73203  677.45  261.80  0.98  1.90   330
2005/03/31 18:02:33.06  21.00   7487869 IPM      73203  588.22  218.56  1.26  2.30   331
2005/03/31 18:02:33.06  21.00   7487869 KULM     67300  638.76  210.55 -0.34  0.70   332
2005/03/31 18:02:33.06  21.00   7487869 KGM      73203  649.42  253.34  1.13  1.80   333
2005/03/31 19:14:36.92  24.30   7487892 IPM      73203  559.03  232.52  0.35  1.50   334
2005/03/31 19:14:36.92  24.30   7487892 KULM     67300  588.54  223.03 -0.65  0.50   335
2005/03/31 19:14:36.92  24.30   7487892 KGM      73203  702.56  264.56  0.22  1.00   336
2005/03/31 21:22:44.97  20.10   7487929 IPM      73203  572.66  225.51  0.16  1.10   337
2005/03/31 21:22:44.97  20.10   7487929 KULM     67301  613.04  216.72 -1.30 -0.30   338
2005/03/31 21:22:44.97  20.10   7487929 KGM      73203  676.34  259.13  0.29  0.90   339
2005/04/01 01:55:10.42  27.00   7488817 IPM      73203  582.17  224.14 -0.48  0.80   340
2005/04/01 01:55:10.42  27.00   7488817 KULM     67312  624.54  215.59 -2.01 -0.70   341
2005/04/01 01:55:10.42  27.00   7488817 KGM      73203  676.56  257.70  0.95  1.90   342
2005/04/01 11:42:46.37  23.30   7488915 IPM      73203  566.94  229.88  0.48  1.50   343
2005/04/01 11:42:46.37  23.30   7488915 KULM     67314  600.58  220.68 -0.68  0.40   344
2005/04/01 11:42:46.37  23.30   7488915 KGM      73203  695.31  262.42  1.15  1.90   345
2005/04/01 14:15:41.07  21.20   7488945 IPM      73203  560.27  231.44  0.37  1.40   346
2005/04/01 14:15:41.07  21.20   7488945 KULM     67314  591.50  222.04 -0.87  0.10   347
2005/04/01 14:15:41.07  21.20   7488945 KGM      73203  697.96  263.78  1.15  1.80   348
2005/04/01 14:37:03.66  25.00   7488953 IPM      73203  580.82  229.28 -0.92  0.20   349
2005/04/01 14:37:03.66  25.00   7488953 KULM     67314  615.23  220.34 -2.03 -0.80   350
2005/04/01 14:37:03.66  25.00   7488953 KGM      73203  703.86  261.40 -0.51  0.30   351
2005/04/01 15:27:27.26  27.20   7488968 IPM      73203  644.45  221.70 -0.33  0.90   352
2005/04/01 15:27:27.26  27.20   7488968 KULM     67315  689.86  214.10 -1.82 -0.50   353
2005/04/01 15:27:27.26  27.20   7488968 KGM      73203  715.05  253.15 -0.14  0.80   354
2005/04/01 17:24:39.66  23.60   7489010 IPM      73203  559.11  228.64  0.98  2.10   355
2005/04/01 17:24:39.66  23.60   7489010 KULM     67315  594.81  219.42 -0.28  0.90   356
2005/04/01 17:24:39.66  23.60   7489010 KGM      73203  682.11  261.92  1.35  2.10   357
2005/04/01 20:32:36.25  25.00   7489054 IPM      73203  558.82  214.38  1.89  3.20   358
2005/04/01 20:32:36.25  25.00   7489054 KGM      73203  600.95  251.83  1.27  2.20   359
2005/04/01 20:32:36.25  25.00   7489054 KULM     67315  615.49  206.40  1.21  2.50   360
2005/04/01 21:48:22.64  18.80   7489071 IPM      73203  576.12  228.58  0.29  1.20   361
2005/04/01 21:48:22.64  18.80   7489071 KULM     67316  611.69  219.62 -0.72  0.20   362
2005/04/01 21:48:22.64  18.80   7489071 KGM      73203  696.08  261.12  0.63  1.20   363
2005/04/02 03:37:24.35  30.20   7489152 IPM      73203  570.66  225.36  0.02  1.50   364
2005/04/02 03:37:24.35  30.20   7489152 KULM     67316  611.30  216.55 -2.15 -0.70   365
2005/04/02 03:37:24.35  30.20   7489152 KGM      73203  673.81  259.11 -0.27  0.80   366
2005/04/02 06:47:29.03  30.00   8296587 IPM      73203  505.68  230.18 -0.56  0.90   367
2005/04/02 06:47:29.03  30.00   8296587 KULM     67317  539.74  219.93 -2.33 -0.80   368
2005/04/02 06:47:29.03  30.00   8296587 KGM      73203  646.02  265.53  1.81  2.90   369
2005/04/02 07:09:21.88  16.80   7489209 IPM      73203  573.45  228.60  0.27  1.10   370
2005/04/02 07:09:21.88  16.80   7489209 KULM     67317  609.02  219.60 -0.69  0.20   371
2005/04/02 07:09:21.88  16.80   7489209 KGM      73203  693.95  261.25  1.16  1.70   372
2005/04/02 18:45:21.92  23.60   7489347 IPM      73203  621.79  227.14 -0.29  0.80   373
2005/04/02 18:45:21.92  23.60   7489347 KULM     67319  659.09  218.89 -1.62 -0.50   374
2005/04/02 18:45:21.92  23.60   7489347 KGM      73203  727.00  258.16  0.03  0.80   375
2005/04/03 00:51:56.13  18.10   7489432 IPM      73203  580.24  228.21  0.15  1.00   376
2005/04/03 00:51:56.13  18.10   7489432 KULM     67320  616.34  219.33 -1.06 -0.20   377
2005/04/03 00:51:56.13  18.10   7489432 KGM      73203  697.54  260.68  0.51  1.10   378
2005/04/03 05:15:37.62  27.00   7489477 IPM      73203  579.05  225.17  0.56  1.80   379
2005/04/03 05:15:37.62  27.00   7489477 KULM     67322  619.87  216.50 -1.01  0.30   380
2005/04/03 05:15:37.62  27.00   7489477 KGM      73203  679.76  258.59  0.44  1.40   381
2005/04/03 07:15:11.35  27.00   7489496 IPM      73203  573.77  225.15  0.62  1.90   382
2005/04/03 07:15:11.35  27.00   7489496 KULM     67322  614.69  216.41 -0.88  0.40   383
2005/04/03 07:15:11.35  27.00   7489496 KGM      73203  675.26  258.82  0.75  1.70   384
2005/04/03 07:28:53.54  28.00   7489501 IPM      73203  581.61  231.30 -1.74 -0.50   385
2005/04/03 07:28:53.54  28.00   7489501 KULM     67322  612.79  222.23 -3.22 -1.90   386
2005/04/03 07:28:53.54  28.00   7489501 KGM      73203  715.36  262.77 -0.85  0.10   387
2005/04/03 09:04:28.91  25.00   7489537 IPM      73203  579.46  229.52 -0.55  0.60   388
2005/04/03 09:04:28.91  25.00   7489537 KULM     67322  613.52  220.53 -1.76 -0.60   389
2005/04/03 09:04:28.91  25.00   7489537 KGM      73203  703.96  261.62 -0.16  0.70   390
2005/04/03 10:20:47.23  23.90   7489543 IPM      73203  577.22  230.10 -0.32  0.80   391
2005/04/03 10:20:47.23  23.90   7489543 KULM     67322  610.37  221.05 -1.55 -0.40   392
2005/04/03 10:20:47.23  23.90   7489543 KGM      73203  705.22  262.12  0.13  0.90   393
2005/04/03 13:17:30.93  27.00   7489567 IPM      73203  577.19  224.80 -0.10  1.20   394
2005/04/03 13:17:30.93  27.00   7489567 KULM     67323  618.61  216.13 -1.64 -0.30   395
2005/04/03 13:17:30.93  27.00   7489567 KGM      73203  676.11  258.41  0.18  1.10   396
2005/04/03 13:40:16.42  25.00   7489569 IPM      73203  559.42  229.31  1.01  2.20   397
2005/04/03 13:40:16.42  25.00   7489569 KULM     67323  594.06  220.04 -0.50  0.70   398
2005/04/03 13:40:16.42  25.00   7489569 KGM      73203  685.95  262.37  1.16  2.00   399
2005/04/03 22:31:52.29  30.50   7489657 IPM      73203  549.95  227.20  1.08  2.50   400
2005/04/03 22:31:52.29  30.50   7489657 KULM     67324  588.01  217.95  0.01  1.50   401
2005/04/03 22:31:52.29  30.50   7489657 KGM      73203  666.74  261.37  0.60  1.70   402
2005/04/04 04:33:49.65  57.10   7489773 IPM      73203  468.80  226.36  2.08  2.60   403
2005/04/04 04:33:49.65  57.10   7489773 KULM     67325  509.39  215.71  0.68  1.30   404
2005/04/04 04:33:49.65  57.10   7489773 KGM      73203  596.91  265.19  1.85  2.30   405
2005/04/04 11:05:37.18  21.50   7489928 IPM      73203  558.92  230.49  1.35  2.30   406
2005/04/04 11:05:37.18  21.50   7489928 KULM     67326  591.70  221.13  0.17  1.20   407
2005/04/04 11:05:37.18  21.50   7489928 KGM      73203  691.81  263.19  1.50  2.20   408
2005/04/04 11:27:10.33  24.00   7489935 IPM      73203  583.73  230.90 -0.94  0.10   409
2005/04/04 11:27:10.33  24.00   7489935 KULM     67327  615.52  221.89 -2.22 -1.10   410
2005/04/04 11:27:10.33  24.00   7489935 KGM      73203  715.03  262.40 -0.64  0.10   411
2005/04/04 19:51:42.97  24.00   7490077 IPM      73203  561.48  227.03  0.66  1.80   412
2005/04/04 19:51:42.97  24.00   7490077 KULM     67328  599.66  217.96 -0.62  0.50   413
2005/04/04 19:51:42.97  24.00   7490077 KGM      73203  675.35  260.70  0.11  0.90   414
2005/04/04 22:07:19.99  29.00   7490148 IPM      73203  583.41  225.29 -0.63  0.70   415
2005/04/04 22:07:19.99  29.00   7490148 KULM     67328  624.01  216.67 -2.20 -0.80   416
2005/04/04 22:07:19.99  29.00   7490148 KGM      73203  684.05  258.47 -0.54  0.50   417
2005/04/04 22:14:11.04  23.00   7490151 IPM      73203  616.17  227.13 -0.68  0.30   418
2005/04/04 22:14:11.04  23.00   7490151 KULM     67328  653.55  218.81 -2.19 -1.10   419
2005/04/04 22:14:11.04  23.00   7490151 KGM      73203  722.10  258.38 -0.43  0.30   420
2005/04/05 06:36:49.32  22.10   7490245 IPM      73203  566.26  228.13  0.76  1.80   421
2005/04/05 06:36:49.32  22.10   7490245 KULM     67329  602.66  219.05 -0.94  0.10   422
2005/04/05 06:36:49.32  22.10   7490245 KGM      73203  685.34  261.25  0.76  1.50   423
2005/04/05 08:54:53.04  23.00   7490257 IPM      73203  615.03  223.93  1.31  2.40   424
2005/04/05 08:54:53.04  23.00   7490257 KULM     67329  657.35  215.82  0.03  1.10   425
2005/04/05 08:54:53.04  23.00   7490257 KGM      73203  703.02  256.08  1.59  2.30   426
2005/04/05 09:37:22.41  25.60   7490260 IPM      73203  529.75  237.02  1.65  2.80   427
2005/04/05 09:37:22.41  25.60   7490260 KULM     67330  552.34  226.76  0.56  1.80   428
2005/04/05 09:37:22.41  25.60   7490260 KGM      73203  700.37  268.78  1.94  2.80   429
2005/04/05 12:52:48.75  28.00   7490285 IPM      73203  566.97  231.20 -0.48  0.80   430
2005/04/05 12:52:48.75  28.00   7490285 KULM     67330  598.50  221.92 -1.82 -0.50   431
2005/04/05 12:52:48.75  28.00   7490285 KGM      73203  702.39  263.32 -0.10  0.90   432
2005/04/05 16:47:10.52  48.00   7490329 IPM      73203  559.17  208.38  0.07  0.80   433
2005/04/05 16:47:10.52  48.00   7490329 KGM      73203  564.93  247.29 -1.01 -0.60   434
2005/04/05 16:47:10.52  48.00   7490329 KULM     67330  623.66  201.04 -2.65 -1.80   435
2005/04/05 17:25:44.54  30.00   8301321 KULM     67331  368.25  257.66 -2.01 -1.00   436
2005/04/05 17:25:44.54  30.00   8301321 IPM      73203  401.94  271.60 -2.03 -0.90   437
2005/04/05 17:25:44.54  30.00   8301321 KGM      73203  716.54  293.35 -1.36 -0.20   438
2005/04/05 22:20:08.86  32.40   7490384 IPM      73203  564.82  226.39 -0.08  1.50   439
2005/04/05 22:20:08.86  32.40   7490384 KULM     67331  603.94  217.42 -2.00 -0.40   440
2005/04/05 22:20:08.86  32.40   7490384 KGM      73203  674.66  260.11  0.45  1.70   441
2005/04/06 02:04:26.24  23.10   7490437 IPM      73203  559.24  231.19  0.68  1.70   442
2005/04/06 02:04:26.24  23.10   7490437 KULM     67332  590.89  221.79 -0.76  0.30   443
2005/04/06 02:04:26.24  23.10   7490437 KGM      73203  695.79  263.65  0.77  1.50   444
2005/04/06 21:46:21.25  27.00   7490576 IPM      73203  570.65  224.55 -0.04  1.20   445
2005/04/06 21:46:21.25  27.00   7490576 KULM     67334  612.52  215.81 -1.54 -0.20   446
2005/04/06 21:46:21.25  27.00   7490576 KGM      73203  669.30  258.54  0.37  1.30   447
2005/04/07 02:21:24.86  26.00   7490641 IPM      73203  555.17  228.98  1.38  2.60   448
2005/04/07 02:21:24.86  26.00   7490641 KULM     67335  590.38  219.67 -0.10  1.20   449
2005/04/07 02:21:24.86  26.00   7490641 KGM      73203  680.66  262.34  1.49  2.40   450
2005/04/07 11:46:03.97  22.60   7490747 IPM      73203  594.27  222.33  0.92  2.00   451
2005/04/07 11:46:03.97  22.60   7490747 KULM     67336  639.23  214.08 -1.43 -0.30   452
2005/04/07 11:46:03.97  22.60   7490747 KGM      73203  676.34  255.83  1.49  2.20   453
2005/04/07 15:23:58.15  21.80   7490791 IPM      73203  552.97  231.01  1.23  2.20   454
2005/04/07 15:23:58.15  21.80   7490791 KULM     67336  585.00  221.52  0.45  1.50   455
2005/04/07 15:23:58.15  21.80   7490791 KGM      73203  689.53  263.81  1.73  2.40   456
2005/04/07 16:40:53.34  23.20   7490815 IPM      73203  556.58  231.92  0.71  1.80   457
2005/04/07 16:40:53.34  23.20   7490815 KULM     67337  587.10  222.43 -0.10  1.00   458
2005/04/07 16:40:53.34  23.20   7490815 KGM      73203  697.35  264.26  0.49  1.20   459
2005/04/07 17:36:32.55  18.20   7490830 IPM      73203  563.20  225.46  1.37  2.30   460
2005/04/07 17:36:32.55  18.20   7490830 KULM     67337  603.77  216.54 -0.20  0.70   461
2005/04/07 17:36:32.55  18.20   7490830 KGM      73203  668.18  259.54  1.05  1.60   462
2005/04/08 01:51:37.86  27.30   7490921 IPM      73203  598.46  223.29 -0.66  0.60   463
2005/04/08 01:51:37.86  27.30   7490921 KULM    305034  641.93  215.02 -1.84 -0.50   464
2005/04/08 01:51:37.86  27.30   7490921 KGM      73203  685.36  256.34 -0.11  0.90   465
2005/04/08 05:48:37.52  21.00   7490954 IPM      73203  639.33  215.17  0.26  1.30   466
2005/04/08 05:48:37.52  21.00   7490954 KGM      73203  671.53  248.27 -0.66  0.10   467
2005/04/08 05:48:37.52  21.00   7490954 KULM     67340  694.21  208.04 -1.84 -0.80   468
2005/04/08 19:39:57.07  21.10   8301705 IPM      73203  581.08  224.65  1.23  2.20   469
2005/04/08 19:39:57.07  21.10   8301705 KULM     67342  622.68  216.04 -0.24  0.80   470
2005/04/08 19:39:57.07  21.10   8301705 KGM      73203  678.52  258.12  1.30  2.00   471
2005/04/09 03:41:33.17  20.80   7491211 IPM      73203  554.83  231.96  1.01  2.00   472
2005/04/09 03:41:33.17  20.80   7491211 KULM     67343  585.31  222.43 -0.56  0.40   473
2005/04/09 03:41:33.17  20.80   7491211 KGM      73203  696.05  264.36  0.73  1.40   474
2005/04/09 13:01:56.86  24.30   7491276 IPM      73203  567.17  229.90  0.52  1.60   475
2005/04/09 13:01:56.86  24.30   7491276 KULM     67344  600.77  220.71 -0.43  0.70   476
2005/04/09 13:01:56.86  24.30   7491276 KGM      73203  695.62  262.42  0.37  1.20   477
2005/04/09 19:03:27.96  18.80   7491320 IPM      73203  576.98  228.23  0.06  0.90   478
2005/04/09 19:03:27.96  18.80   7491320 KULM     67345  613.09  219.30 -1.11 -0.20   479
2005/04/09 19:03:27.96  18.80   7491320 KGM      73203  694.90  260.83  0.51  1.10   480
2005/04/10 00:55:17.88  18.20   7491369 IPM      73203  568.56  229.27  0.61  1.50   481
2005/04/10 00:55:17.88  18.20   7491369 KULM     67345  603.14  220.14 -0.83  0.10   482
2005/04/10 00:55:17.88  18.20   7491369 KGM      73203  693.41  261.93  1.21  1.80   483
2005/04/10 09:51:01.05  23.00   7491454 IPM      73203  553.04  232.15  0.89  1.90   484
2005/04/10 09:51:01.05  23.00   7491454 KULM     67347  583.23  222.59 -0.15  0.90   485
2005/04/10 09:51:01.05  23.00   7491454 KGM      73203  695.57  264.57  1.34  2.10   486
2005/04/10 15:24:58.83  27.00   7491612 IPM      73203  575.35  225.18  0.09  1.40   487
2005/04/10 15:24:58.83  27.00   7491612 KULM     67352  616.21  216.45 -1.38 -0.10   488
2005/04/10 15:24:58.83  27.00   7491612 KGM      73203  676.70  258.76  0.42  1.40   489
2005/04/10 16:05:30.09  23.00   7491629 IPM      73203  555.66  230.73  0.38  1.40   490
2005/04/10 16:05:30.09  23.00   7491629 KULM     67352  588.10  221.31 -0.88  0.20   491
2005/04/10 16:05:30.09  23.00   7491629 KGM      73203  690.35  263.50  0.59  1.30   492
2005/04/11 06:11:11.44  27.50   7491854 IPM      73203  541.72  241.07  1.45  2.70   493
2005/04/11 06:11:11.44  27.50   7491854 KULM     67357  557.34  230.83  0.43  1.70   494
2005/04/11 06:11:11.44  27.50   7491854 KGM      73203  730.12  270.89  1.54  2.50   495
2005/04/11 13:40:00.46  41.10   7491930 IPM      73203  488.02  241.95  2.15  2.50   496
2005/04/11 13:40:00.46  41.10   7491930 KULM     67359  503.16  230.57  1.29  1.70   497
2005/04/11 13:40:00.46  41.10   7491930 KGM      73203  687.91  273.65  2.13  2.60   498
2005/04/11 17:42:27.70  24.10   8302197 IPM      73203  567.39  227.67  0.76  1.90   499
2005/04/11 17:42:27.70  24.10   8302197 KULM     67360  604.50  218.64 -0.57  0.60   500
